job_id,instance_id,submit_time_ms,mesos_start_time_ms,start_time_ms,end_time_ms,hostname,slave_id,status,reason,user,mem,cpus,job_name,requested_run_time,requested_status
591c9805-94bd-451e-9fc1-c6684603557d,91565fa4-afcf-44e0-ab3a-13f17b89971e,1495145103733,1495146723735,1495146723735,1495147833733,3,a45be252-35f7-434a-8ec3-1e85265213ac,:instance.status/success,,c,2696.0,3.0,dummy_job,1100897,finished
591c9805-d0ac-4db7-9eab-7f038ebc1a58,4153b7d4-2399-4745-9838-f429e3662c41,1495145073739,1495146723735,1495146723735,1495148433733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,b,2130.0,1.0,dummy_job,1689714,finished
591c9805-05ba-4c2f-bce7-091bb1fc6879,802c9320-3c09-4dc7-809b-c88a1d488480,1495145253742,1495151253735,1495151253735,1495152123735,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/running,,b,2764.0,1.0,dummy_job,1498509,finished
591c9805-9b37-465e-abac-c2acebcae88d,bd66b73c-03f0-4c94-a8ff-c53138079420,1495145133734,1495146813735,1495146813735,1495148613733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,c,2637.0,2.0,dummy_job,1798304,finished
591c9805-7ffb-44f0-81d0-c7543e6ee56e,4bac77bd-a025-4e0c-ab4d-5c06637116c0,1495145283732,1495151343735,1495151343735,1495152063733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,b,2805.0,2.0,dummy_job,695752,finished
591c9805-5519-4581-b5c1-cadccffc6192,873b90aa-30ec-4c4c-8d74-01ffdc4d7ca1,1495145073738,1495146843735,1495146843735,1495147983733,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/success,,a,2418.0,1.0,dummy_job,1114235,finished
591c9805-b2b3-4d86-96b9-fb331ccc92b5,39db8659-f6f5-48a9-bfce-dab7262f6aa7,1495145373741,1495151433735,1495151433735,1495152123735,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/running,,a,2936.0,2.0,dummy_job,1755566,finished
591c9805-7f6d-435f-9fff-5371e5fce706,7b7d3bbb-3880-4739-8f01-3d522a53c435,1495145073741,1495146903735,1495146903735,1495147623733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,a,2315.0,3.0,dummy_job,695402,finished
591c9805-8dec-47ba-8ab2-fd56d07495a4,cbbe0e57-d663-4f01-93da-154c9d3ab452,1495145313739,1495151583735,1495151583735,1495152123735,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/running,,b,2785.0,3.0,dummy_job,1270162,finished
591c9805-d04c-41b7-b081-00e7e6d7ace3,a5c5e556-16d5-4f5a-995a-4b796145a95b,1495145013740,1495147083735,1495147083735,1495147833733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,d,2483.0,2.0,dummy_job,747943,finished
591c9805-27cf-47a2-9018-9b4ea5622f60,83eeaaa5-e54a-4ca0-ab80-382a00bf989f,1495145313741,1495151613735,1495151613735,1495152123735,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/running,,b,2443.0,3.0,dummy_job,1521709,finished
591c9805-9570-44a3-9b72-bd0c9d7834a8,4ed403ad-d499-4483-8d98-8aaa03733f71,1495145133737,1495147083735,1495147083735,1495147953733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,c,2610.0,3.0,dummy_job,863186,finished
591c9805-9389-4aa7-bd3d-2fdc63014106,0a5d0e97-04f6-4a1e-af4b-59226ff02c1a,1495144953732,1495144953747,1495144953747,1495145823733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,d,2830.0,3.0,dummy_job,847634,finished
591c9805-af8c-4aaf-a7e4-a298ef00bbb4,fe26e0a1-dea7-4631-8466-7951bad60fc0,1495144953736,1495144953747,1495144953747,1495146033733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,b,2020.0,3.0,dummy_job,1061746,finished
591c9805-91e9-4bab-adc2-5c3bb1d2fac0,02523f35-bcee-4d1e-ac22-a75a4cec9a47,1495145013743,1495147233735,1495147233735,1495148493733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,d,2244.0,2.0,dummy_job,1239201,finished
591c9805-565c-47ca-961f-503fd3861dff,58b17889-a836-4d48-8d36-d625cc435bb9,1495144953737,1495144953747,1495144953747,1495145883733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,a,2977.0,2.0,dummy_job,923567,finished
591c9805-4a4c-41a2-99ac-fadd76695421,6854df46-0e0f-446c-ae59-adf1e5f80f26,1495144953733,1495144953747,1495144953747,1495146003733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,c,2762.0,1.0,dummy_job,1040484,finished
591c9805-1865-4933-a091-2ee79cdc670f,8b04b0eb-1eae-4706-9a06-e99877c1bef1,1495144953735,1495144953747,1495144953747,1495146543733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,a,2412.0,3.0,dummy_job,1574247,finished
591c9805-dcff-4fc6-9c7d-15e47dfe6e34,b65eb99c-1aa9-4490-ac9e-b1667684a337,1495144953734,1495144953747,1495144953747,1495146723733,3,a45be252-35f7-434a-8ec3-1e85265213ac,:instance.status/success,,c,2615.0,1.0,dummy_job,1751764,finished
591c9805-fc9b-49b4-9ac7-aac3e63b6660,d12f54ea-8c13-46cf-83e1-2dbbe70314ff,1495145433734,1495152063735,1495152063735,1495152123735,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/running,,a,2818.0,3.0,dummy_job,1015492,finished
591c9805-82fb-4e33-af0c-628f7d969dc4,26df995a-7394-4abc-92f2-c0382d714b69,1495144953741,1495147323735,1495147323735,1495148973733,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/success,,b,2953.0,1.0,dummy_job,1627139,finished
591c9805-b78d-49fd-a6af-e023b8f0f161,6f73a504-ea85-4f40-8b2e-dc2e08e1f364,1495145433736,1495152063735,1495152063735,1495152123735,3,a45be252-35f7-434a-8ec3-1e85265213ac,:instance.status/running,,a,2807.0,3.0,dummy_job,667081,finished
